entity_id,entity_name,entity_type
1201,范允临,人名
1202,长倩,字号
1203,石公,字号
1204,萧斋,字号
1205,叶向高,人名
1206,进卿,字号
1207,台山,字号
1208,福建福清,地名
1209,赵宦光,人名
1210,凡夫,字号
1211,水臣,字号
1212,广平,字号
1213,寒山长,字号
1214,草篆,书体/印风
1215,王衡,人名
1216,辰玉,字号
1217,缑山,字号
1218,高攀龙,人名
1219,云从,字号
1220,存之,字号
1221,景逸,字号
1222,孙慎行,人名
1223,闻斯,字号
1224,淇澳,字号
1225,玄宴子,字号
1226,江苏武进,地名
1227,李日华,人名
1228,九疑,字号
1229,嘉兴（今浙江嘉兴）,地名
1230,孟阳,字号
1231,松圆,字号
1232,偈庵,字号
1233,无画,字号
1234,长公,字号
1235,二水,字号
1236,芥子居士,字号
1237,果亭山人,字号
1238,白毫庵居士,字号
1239,福建晋江,地名
1240,仲诏,字号
1241,友石,字号
1242,湛园,字号
1243,文石居士,字号
1244,石隐庵居士,字号
1245,关中（今陕西）,地名
1246,文从简,人名
1247,彦可,字号
1248,枕烟老人,字号
1249,文元善,人名
1250,文震孟,人名
1251,文起,字号
1252,湛持,字号
1253,湛持居士,字号
1254,竺坞生,字号
1255,药园逸史,字号
1256,文元发,人名
1257,曹学佺,人名
1258,能始,字号
1259,石仓,字号
1260,雁泽,字号
1261,西峰居士,字号
1262,侯官（今福建福州）,地名
1263,归昌世,人名
1264,文休,字号
1265,假庵,字号
1266,江苏昆山,地名
1267,王志坚,人名
1268,茂宰,字号
1269,长蘅,字号
1270,檀园,字号
1271,香海,字号
1272,沧庵,字号
1273,慎娱居士,字号
1274,歙县（今安徽歙县）,地名
1275,严衍,人名
1276,永思,字号
1277,午庭,字号
1278,拙道人,字号
1279,宋珏,人名
1280,比玉,字号
1281,荔枝仙,字号
1282,莆田（今福建莆田）,地名
1283,八分,书体/印风
1284,俞琬纶,人名
1285,君宣,字号
1286,眭嵩年,人名
1287,明永,字号
1288,黄道周,人名
1289,幼玄,字号
1290,螭若,字号
1291,石斋,字号
1292,福建漳州,地名
1293,瞿式耜,人名
1294,起田,字号
1295,稼轩,字号
1296,婢林居士,字号
1297,虞山（今江苏常熟）,地名
1298,瞿汝说,人名
1299,瞿式未,人名
1300,侯峒曾,人名
1301,豫瞻,字号
1302,广咸,字号
1303,侯震旸,人名
1304,侯岐曾,人名
1305,倪元璐,人名
1306,汝玉,字号
1307,玉汝,字号
1308,鸿宝,字号
1309,浙江上虞,地名
1310,邵弥,人名
1311,僧弥,字号
1312,瓜畴,字号
1313,弥远,字号
1314,灌园叟,字号
1315,青门隐人,字号
1316,瓜畴老人,字号
1317,吴伟业,人名
1318,戴笠,人名
1319,曼公,字号
1320,独立,字号
1321,天外一闲人,字号
1322,荷锄人,字号
1323,杨文骢,人名
1324,龙友,字号
1325,山子,字号
1326,雪斋,字号
1327,贵阳（今属贵州）,地名
1328,陈洪绶,人名
1329,章侯,字号
1330,老莲,字号
1331,老迟,字号
1332,悔迟,字号
1333,弗迟,字号
1334,云门僧,字号
1335,九品莲台主者,字号
1336,浙江诸暨,地名
1337,崔子忠,人名
1338,谢稚柳,人名
1339,王逢元,人名
1340,子新,字号
1341,吉山,字号
1342,王钦佩,人名
1343,王逢年,人名
1344,舜华,字号
1345,明佐,字号
1346,玄阳山人,字号
1347,邢慈静,人名
1348,,字号
1349,杨明时,人名
1350,存吾,字号
1351,不弃,字号
1352,未孩子,字号
1353,未孺道人,字号
1354,歙（今安徽歙县）,地名
1355,刘允明,人名
1356,以端,字号
1357,古雪老人,字号
1358,浙江德清,地名
1359,许友,人名
1360,有介,字号
1361,介寿,字号
1362,介眉,字号
1363,瓯香,字号
1364,许光祚,人名
1365,灵长,字号
1366,汤焕,人名
1367,严澍,人名
1368,道时,字号
1369,三江,字号
1370,江苏无锡,地名
1371,汪俊,人名
1372,石潭,字号
1373,江西弋阳,地名
1374,陈元素,人名
1375,古白,字号
1376,孝平,字号
1377,金刚,字号
1378,素翁,字号
1379,处廓先生,字号
1380,项穆,人名
1381,德纯,字号
1382,元贞,字号
1383,徐兰,人名
1384,芳远,字号
1385,秀夫,字号
1386,南塘,字号
1387,浙江宁波,地名
1388,黄辉,人名
1389,平倩,字号
1390,昭素,字号
1391,慎轩,字号
1392,怡春居士,字号
1393,四川南充,地名
1394,东图,字号
1395,白岳山人,字号
1396,天隐子,字号
1397,大龙客,字号
1398,安徽休宁,地名
1399,蒋明凤,人名
1400,羽灵,字号
1401,苏湾,字号
1402,浙江长兴,地名
1403,周叔宗,人名
1404,松陵（今江苏吴江）,地名
1405,史可法,人名
1406,宪之,字号
1407,道邻,字号
1408,大兴（今河北大兴）,地名
1409,祁彪佳,人名
1410,世培,字号
1411,幼文,字号
1412,弘吉,字号
1413,万寿祺,人名
1414,介石,字号
1415,年少,字号
1416,内景,字号
1417,沙门慧寿,字号
1418,明志道人,字号
1419,江苏徐州,地名
1420,李待问,人名
1421,存我,字号
1422,黄淳耀,人名
1423,蕴生,字号
1424,松厓,字号
1425,水镜居士,字号
1426,屈大均,人名
1427,介子,字号
1428,翁山,字号
1429,翁山,字号
1430,邵非池,字号
1431,清,时间
1432,番禺（今广东广州）,地名
1433,梁佩兰,人名
1434,陈恭尹,人名
1435,吴孔嘉,人名
1436,元会,字号
1437,天石,字号
1438,天都逸史,字号
1439,钱谦益,人名
1440,受之,字号
1441,牧斋,字号
1442,蒙叟,字号
1443,东涧老人,字号
1444,龚鼎孳,人名
1445,王时敏,人名
1446,逊之,字号
1447,烟客,字号
1448,西庐老人,字号
1449,西田主人,字号
1450,王鉴,人名
1451,王翚,字号
1452,王原祁,字号
1453,觉斯,字号
1454,觉之,字号
1455,嵩樵,字号
1456,孟津（今属河南）,地名
1457,孙承泽,人名
1458,耳北,字号
1459,耳伯,字号
1460,北海,字号
1461,退谷,字号
1462,退谷逸叟,字号
1463,退谷老人,字号
1464,退翁,字号
1465,退道人,字号
1466,山东益都,地名
1467,担当,字号
1468,云南晋宁,地名
1469,止祥,字号
1470,雪瓢,字号
1471,元照,字号
1472,圆照,字号
1473,元熠,字号
1474,湘碧,字号
1475,染香庵主,字号
1476,弇山后人,字号
1477,金俊明,人名
1478,孝章,字号
1479,耿庵,字号
1480,不寐道人,字号
1481,程正揆,人名
1482,端伯,字号
1483,鞠陵,字号
1484,青溪老人,字号
1485,青溪旧史,字号
1486,青溪道人,字号
1487,湖北孝感,地名
1488,傅山,人名
1489,青竹,字号
1490,青主,字号
1491,仁仲,字号
1492,啬庐,字号
1493,石道人,字号
1494,阳曲（今属山西）,地名
1495,程邃,人名
1496,穆倩,字号
1497,朽民,字号
1498,垢区,字号
1499,青溪,字号
1500,垢道人,字号
1501,野全道者,字号
1502,江东布衣,字号
1503,安徽歙县,地名
1504,隶书,书体/印风
1505,王光承,人名
1506,瑜右,字号
1507,介右,字号
1508,方以智,人名
1509,无可,字号
1510,昌公,字号
1511,鹿起,字号
1512,密之,字号
1513,墨历,字号
1514,药地和尚,字号
1515,浮山愚者,字号
1516,安徽桐城,地名
1517,陈贞慧,人名
1518,侯方域,人名
1519,辟疆,字号
1520,巢民,字号
1521,朴庵,字号
1522,朴巢,字号
1523,水绘庵老人,字号
1524,江苏如皋,地名
1525,冒起宗,人名
1526,黄周星,人名
1527,九烟,字号
1528,景明,字号
1529,景虞,字号
1530,上元（今南京）,地名
1531,杜濬,人名
1532,于皇,字号
1533,逢源,字号
1534,茶村,字号
1535,半翁,字号
1536,赎道人,字号
1537,湖北黄冈,地名
1538,周亮工,人名
1539,元亮,字号
1540,伯安,字号
1541,减斋,字号
1542,栎园,字号
1543,栎下生,字号
1544,栎园老人,字号
1545,栎下先生,字号
1546,河南祥符,地名
1547,隶书,书体/印风
1548,法若真,人名
1549,汉儒,字号
1550,黄石,字号
1551,黄山,字号
1552,黄山衲,字号
1553,小珠山人,字号
1554,黄山逸史,字号
1555,胶州（今山东胶县）,地名
1556,顾炎武,人名
1557,宁人,字号
1558,亭林,字号
1559,归庄,人名
1560,尔礼,字号
1561,玄恭,字号
1562,元功,字号
1563,园公,字号
1564,悬弓,字号
1565,恒轩,字号
1566,归妹,字号
1567,归乎来,字号
1568,孝升,字号
1569,芝麓,字号
1570,安徽合肥,地名
1571,二瞻,字号
1572,梅壑,字号
1573,梅壑散人,字号
1574,后乙卯生,字号
1575,白岳逋客,字号
1576,海阳（今安徽休宁）,地名
1577,弘仁,人名
1578,孙逸,人名
1579,汪之瑞,人名
1580,龚贤,人名
1581,半千,字号
1582,野遗,字号
1583,半亩,字号
1584,柴丈人,字号
1585,尤侗,人名
1586,同人,字号
1587,展成,字号
1588,悔庵,字号
1589,艮庵,字号
1590,西堂老人,字号
1591,鹤栖道人,字号
1592,宋曹,人名
1593,彬臣,字号
1594,邠臣,字号
1595,射陵,字号
1596,江苏盐城,地名
1597,吕潜,人名
1598,孔昭,字号
1599,石山,字号
1600,半隐,字号
1601,石山农,字号
1602,四川遂宁,地名
1603,郑簠,人名
1604,汝器,字号
1605,谷口,字号
1606,谷口农,字号
1607,上元（今江苏南京）,地名
1608,宋比玉,人名
1609,万经,人名
1610,徐枋,人名
1611,昭法,字号
1612,俟斋,字号
1613,涧叟,字号
1614,雪床庵主人,字号
1615,秦馀山人,字号
1616,王弘撰,人名
1617,文修,字号
1618,无异,字号
1619,山史,字号
1620,待庵,字号
1621,天山老人,字号
1622,陕西华阴,地名
1623,梅清,人名
1624,渊公,字号
1625,远公,字号
1626,瞿山,字号
1627,梅痴,字号
1628,敬亭山农,字号
1629,安徽宣城,地名
1630,梅庚,人名
1631,石涛,人名
1632,笪重光,人名
1633,在辛,字号
1634,江上外史,字号
1635,郁冈扫叶道人,字号
1636,逸光,字号
1637,逸叟,字号
1638,江苏句容,地名
1639,姜宸英,人名
1640,汪士鋐,人名
1641,何焯,人名
1642,毛奇龄,人名
1643,大可,字号
1644,僧开,字号
1645,僧弥,字号
1646,秋晴,字号
1647,初晴,字号
1648,晚晴,字号
1649,河右僧,字号
1650,西河先生,字号
1651,毛万龄,人名
1652,吴山涛,人名
1653,岱观,字号
1654,塞翁,字号
1655,醉吟先生,字号
1656,沈荃,人名
1657,贞蕤,字号
1658,绎堂,字号
1659,充斋,字号
1660,汪琬,人名
1661,苕文,字号
1662,钝庵,字号
1663,尧峰外史,字号
1664,王遮山樵,字号
1665,钝翁,字号
1666,魏禧,人名
1667,朱耷,人名
1668,八大山人,字号
1669,雪个,字号
1670,个山,字号
1671,人屋,字号
1672,驴汉,字号
1673,驴屋驴,字号
1674,个山驴,字号
1675,刃庵,字号
1676,道朗,字号
1677,南昌（今属江西）,地名
1678,原济,人名
1679,髡残,人名
1680,西溟,字号
1681,湛园,字号
1682,苇间,字号
1683,湛园居士,字号
1684,浙江慈溪,地名
1685,朱彝尊,人名
1686,严绳孙,人名
1687,锡鬯,字号
1688,竹垞,字号
1689,醧舫,字号
1690,鸥舫,字号
1691,金风亭长,字号
1692,小长芦钓鱼师,字号
1693,秀水（今浙江嘉兴）,地名
1694,元孝,字号
1695,半峰,字号
1696,独漉,字号
1697,独漉山人,字号
1698,罗浮布衣,字号
1699,广东顺德,地名
1700,陈邦彦,人名
1701,芝五,字号
1702,药亭,字号
1703,南海（今广州）,地名
1704,,人名
1705,惟大,字号
1706,正叔,字号
1707,南田,字号
1708,云溪外史,字号
1709,东园客,字号
1710,草衣生,字号
1711,白云外史,字号
1712,华嵒,人名
1713,宋荦,人名
1714,牧仲,字号
1715,漫堂,字号
1716,西陂,字号
1717,绵津山人,字号
1718,西陂老人,字号
1719,西陂放鸭翁,字号
1720,河南商丘,地名
1721,王士禛,人名
1722,子真,字号
1723,贻上,字号
1724,阮亭,字号
1725,渔洋山人,字号
1726,山东新城,地名
1727,福临,人名
1728,山臆,字号
1729,慧橐,字号
1730,山臆,字号
1731,幼庵,字号
1732,满洲,地名
1733,孙岳颁,人名
1734,云韶,字号
1735,树峰,字号
1736,渔庄,字号
1737,墨云堂主人,字号
1738,耦长,字号
1739,耦耕,字号
1740,子长,字号
1741,雪坪,字号
1742,听山翁,字号
1743,原济（石涛）,人名
1744,石涛,人名
1745,阿长,字号
1746,大涤子,字号
1747,清湘老人,字号
1748,清湘陈人,字号
1749,瞎尊者,字号
1750,苦瓜和尚,字号
1751,广西全州,地名
1752,吴雯,人名
1753,天章,字号
1754,莲洋,字号
1755,辽宁辽阳 籍山西蒲州,地名
1756,王鸿绪,人名
1757,季友,字号
1758,俨斋,字号
1759,横云山人,字号
1760,王广心,人名
1761,王概,人名
1762,东郭,字号
1763,安节,字号
1764,高士奇,人名
1765,澹人,字号
1766,瓶庐,字号
1767,江村,字号
1768,竹窗,字号
1769,浙江平湖,地名
1770,程京萼,人名
1771,韦华,字号
1772,祓斋,字号
1773,彭定求,人名
1774,勤止,字号
1775,南畇,字号
1776,访濂,字号
1777,南畇老人,字号
1778,姜实节,人名
1779,学在,字号
1780,思未,字号
1781,鹤涧,字号
1782,莱阳主人,字号
1783,山东莱阳,地名
1784,陈奕禧,人名
1785,六谦,字号
1786,子文,字号
1787,香泉,字号
1788,葑叟,字号
1789,浙江海宁,地名
1790,杨宾,人名
1791,可师,字号
1792,大瓢,字号
1793,大瓢山人,字号
1794,蒋衡,人名
1795,仲韦,字号
1796,声山,字号
1797,汉中,字号
1798,安蔬道人,字号
1799,查慎行,人名
1800,朱自恒,人名
1801,夏重,字号
1802,他山,字号
1803,查田,字号
1804,悔馀,字号
1805,初白老人,字号
1806,烟波钓徒,字号
1807,徐用锡,人名
1808,坛长,字号
1809,鲁南,字号
1810,昼堂,字号
1811,江苏宿迁,地名
1812,文升,字号
1813,退谷,字号
1814,秋泉,字号
1815,松南居士,字号
1816,朱稻孙,人名
1817,授一,字号
1818,九沙,字号
1819,浙江鄞县,地名
1820,万斯大,人名
1821,林佶,人名
1822,吉人,字号
1823,鹿原,字号
1824,紫微内史,字号
1825,福建侯官,地名
1826,林侗,人名
1827,高其佩,人名
1828,韦之,字号
1829,且园,字号
1830,且道人,字号
1831,南村,字号
1832,古狂,字号
1833,铁岭,地名
1834,屺瞻,字号
1835,义门,字号
1836,茶仙,字号
1837,润千,字号
1838,香案小吏,字号
1839,邵暽,人名
1840,陈鹏年,人名
1841,北溟,字号
1842,沧洲,字号
1843,湖南湘潭,地名
1844,若林,字号
1845,若霖,字号
1846,箬林,字号
1847,虚舟,字号
1848,竹云,字号
1849,二泉,字号
1850,恭寿老人,字号
1851,良常山人,字号
1852,江苏金坛,地名
1853,汪绎,人名
1854,玉轮,字号
1855,东山,字号
1856,湘帆,字号
1857,拙存,字号
1858,江南拙叟,字号
1859,函潭老布衣,字号
1860,世南,字号
1861,春晖,字号
1862,春晖老人,字号
1863,匏庐,字号
1864,稼翁,字号
1865,芋陂,字号
1866,娱村,字号
1867,德嵩,字号
1868,正叔,字号
1869,新罗山人,字号
1870,白沙道人,字号
1871,东园生,字号
1872,离垢居士,字号
1873,福建上杭,地名
1874,高凤翰,人名
1875,西园,字号
1876,南村,字号
1877,南阜老人,字号
1878,尚左生,字号
1879,丁巳残人,字号
1880,金农,人名
1881,郑燮,人名
1882,汪士慎,人名
1883,李鱓,字号
1884,宗扬,字号
1885,复堂,字号
1886,懊道人,字号
1887,木头老子,字号
1888,里善,字号
1889,中洋,字号
1890,墨磨人,字号
1891,苦李,字号
1892,滕薛大夫,字号
1893,江苏兴化,地名
1894,,字号
1895,巢林,字号
1896,溪东外史,字号
1897,左盲生,字号
1898,甘泉山人,字号
1899,七峰居士,字号
1900,寿门,字号
1901,司农,字号
1902,吉金,字号
1903,冬心,字号
1904,古泉金牛,字号
1905,稽留山民,字号
1906,曲江外史,字号
1907,漆书,流派
1908,黄慎,人名
1909,躬懋,字号
1910,恭懋,字号
1911,恭寿,字号
1912,瘿瓢,字号
1913,福建宁化,地名
1914,高翔,人名
1915,凤冈,字号
1916,樨堂,字号
1917,西唐,字号
1918,西堂,字号
1919,甘泉（今江苏扬州）,地名
1920,得天,字号
1921,泾南,字号
1922,梧囱,字号
1923,天瓶居士,字号
1924,梁巘,人名
1925,孔继涑,人名
1926,汪由敦,人名
1927,师茗,字号
1928,师敏,字号
1929,谨堂,字号
1930,松泉,字号
1931,郑燮（郑板桥）,人名
1932,克柔,字号
1933,板桥,字号
1934,六分半书,流派
1935,丁敬,人名
1936,敬身,字号
1937,龙泓山人,字号
1938,钝丁,字号
1939,砚林,字号
1940,孤云,字号
1941,石叟,字号
1942,胜怠老人,字号
1943,张燕昌,人名
1944,惠栋,人名
1945,定宇,字号
1946,松崖,字号
1947,小红豆,字号
1948,元和（今江苏苏州）,地名
1949,周士奇,人名
1950,杨法,人名
1951,已军,字号
1952,孝甫,字号
1953,孝父,字号
1954,孝程,字号
1955,马世俊,人名
1956,章民,字号
1957,甸臣,字号
1958,江苏溧阳,地名
1959,方亨咸,人名
1960,吉偶,字号
1961,邵村,字号
1962,龙瞑,字号
1963,心童道士,字号
1964,王图炳,人名
1965,瀓川,字号
1966,麟照,字号
1967,慎悔道人,字号
1968,王顼龄,人名
1969,米汉雯,人名
1970,紫来,字号
1971,秀岩,字号
1972,秀峰,字号
1973,宛平（今北京）,地名
1974,黄树穀,人名
1975,培之,字号
1976,松石,字号
1977,楷瘿,字号
1978,黄山,字号
1979,佛国山人,字号
1980,黄易,人名
1981,蒋溥,人名
1982,质甫,字号
1983,恒轩,字号
1984,蒋廷锡,人名
1985,长春居士,字号
1986,十全老人,字号
1987,胤禛,人名
1988,徐坚,人名
1989,孝先,字号
1990,友竹,字号
1991,子固,字号
1992,茧园,字号
1993,澡雪老人,字号
1994,洞庭山人,字号
1995,邓尉山人,字号
1996,江苏吴县,地名
1997,袁枚,人名
1998,子才,字号
1999,简斋,字号
2000,仓山居士,字号
2001,随园主人,字号
2002,随园老人,字号
2003,赵翼,人名
2004,蒋士铨,人名
2005,陆飞,人名
2006,起潜,字号
2007,筱饮,字号
2008,崇如,字号
2009,石庵,字号
2010,山东诸城,地名
2011,王芑孙,人名
2012,周於礼,人名
2013,绥远,字号
2014,立崖,字号
2015,亦园,字号
2016,云南嵋峨,地名
2017,童钰,人名
2018,璞岩,字号
2019,二如,字号
2020,二树,字号
2021,札岩,字号
2022,江声,人名
2023,鲸涛,字号
2024,叔濂,字号
2025,艮庭,字号
2026,俞樾,人名
2027,王鸣盛,人名
2028,凤喈,字号
2029,西庄,字号
2030,西沚,字号
2031,礼堂,字号
2032,元颖,字号
2033,山舟,字号
2034,不翁,字号
2035,新吾长,字号
2036,戴震,人名
2037,慎修,字号
2038,东原,字号
2039,杲溪,字号
2040,葺荷散人,字号
2041,王昶,人名
2042,德甫,字号
2043,琴德,字号
2044,兰泉,字号
2045,述庵,字号
2046,青浦（今属上海市）,地名
2047,心馀,字号
2048,苕生,字号
2049,清容,字号
2050,定甫,字号
2051,藏园,字号
2052,程瑶田,人名
2053,易田,字号
2054,易畴,字号
2055,伯易,字号
2056,让堂,字号
2057,葺荷,字号
2058,辨谷老民,字号
2059,信夫,字号
2060,,字号
2061,谷园,字号
2062,东山,字号
2063,葭谷,字号
2064,山东曲阜,地名
2065,孔传铎,人名
2066,钱大昕,人名
2067,及之,字号
2068,晓徵,字号
2069,辛楣,字号
2070,竹汀,字号
2071,钱玉炯,人名
2072,吴东发,人名
2073,朱筠,人名
2074,美叔,字号
2075,竹君,字号
2076,笥河,字号
2077,顺天大兴,地名
2078,朱珪,人名
2079,黄景仁,人名
2080,禹卿,字号
2081,梦楼,字号
2082,丹徒（今江苏镇江）,地名
2083,毕沅,人名
2084,纕蘅,字号
2085,秋帆,字号
2086,灵岩山人,字号
2087,镇洋（今江苏太仓）,地名
2088,姚鼐,人名
2089,姬传,字号
2090,梦谷,字号
2091,惜抱,字号
2092,冯洽,人名
2093,虞伯,字号
2094,秋鹤,字号
2095,浙江桐乡,地名
2096,正三,字号
2097,覃溪,字号
2098,苏斋,字号
2099,直隶大兴,地名
2100,凌廷堪,人名
2101,翁淑培,人名
2102,段玉裁,人名
2103,若膺,字号
2104,茂堂,字号
2105,懋堂,字号
2106,桂馥,人名
2107,冬卉,字号
2108,未谷,字号
2109,雩门,字号
2110,肃然山外史,字号
2111,老苔,字号
2112,渎井,字号
2113,渎井复民,字号
2114,翟云升,人名
2115,钱伯坰,人名
2116,鲁斯,字号
2117,渔陂,字号
2118,仆射山樵,字号
2119,阳湖（今江苏常州）,地名
2120,冯金伯,人名
2121,冶堂,字号
2122,冶亭,字号
2123,南岑,字号
2124,墨香,字号
2125,江苏南汇,地名
2126,芑堂,字号
2127,文鱼,字号
2128,金粟山人,字号
2129,张开福,人名
2130,东注,字号
2131,约甫,字号
2132,南园,字号
2133,介石生,字号
2134,如海居士,字号
2135,云南昆明,地名
2136,谭延闿,人名
2137,谭泽闿,人名
2138,董洵,人名
2139,企泉,字号
2140,小池,字号
2141,念巢,字号
2142,蒋仁,人名
2143,阶平,字号
2144,山堂,字号
2145,吉罗居士,字号
2146,女床山民,字号
2147,奚冈,人名
2148,顽伯,字号
2149,完白,字号
2150,完白山人,字号
2151,凤水渔长,字号
2152,龙山樵长,字号
2153,安徽怀宁,地名
2154,包世臣,人名
2155,邓传密,人名
2156,吴让之,人名
2157,吴昌硕,人名
2158,巴慰祖,人名
2159,予籍,字号
2160,子安,字号
2161,晋堂,字号
2162,隽堂,字号
2163,莲舫,字号
2164,胡唐,人名
2165,献之,字号
2166,十兰,字号
2167,篆秋,字号
2168,易均室,人名
2169,大易,字号
2170,小松,字号
2171,秋庵,字号
2172,秋景庵主,字号
2173,散花谁人,字号
2174,纯章,字号
2175,铁生,字号
2176,萝龛,字号
2177,鹤渚生,字号
2178,蒙泉外史,字号
2179,散木居士,字号
2180,蒙道士,字号
2181,奚道士,字号
2182,穉存,字号
2183,又蛄,字号
2184,北江先生,字号
2185,孙星衍,人名
2186,赵魏,人名
2187,恪生,字号
2188,晋斋,字号
2189,马履泰,人名
2190,叔安,字号
2191,定民,字号
2192,菽庵,字号
2193,秋药,字号
2194,赵怀玉,人名
2195,亿孙,字号
2196,味辛,字号
2197,牧庵,字号
2198,映川,字号
2199,冯敏昌,人名
2200,伯求,字号
2201,鱼山,字号
2202,广东钦州,地名
2203,隶书,书体/印风
2204,张锦芳,人名
2205,吴亦常,人名
2206,侃叔,字号
2207,芸庐,字号
2208,芸父,字号
2209,黄钺,人名
2210,左田,字号
2211,左军,字号
2212,左君,字号
2213,左庶子,字号
2214,蕉林居士,字号
2215,盲左,字号
2216,安徽当涂,地名
2217,江德量,人名
2218,成嘉,字号
2219,秋水,字号
2220,秋史,字号
2221,量殊,字号
2222,江苏仪征,地名
2223,江恂,人名
2224,少厂,字号
2225,镜泉,字号
2226,诒晋斋主人,字号
2227,冶亭,字号
2228,梅庵,字号
2229,怀清斋,字号
2230,满洲正黄旗,地名
2231,百龄,人名
2232,法式善,人名
2233,陈鳣,人名
2234,仲鱼,字号
2235,简庄,字号
2236,河庄,字号
2237,开文,字号
2238,时帆,字号
2239,梧门,字号
2240,内务府正黄旗,地名
2241,伯渊,字号
2242,季逑,字号
2243,渊如,字号
2244,组似,字号
2245,墨卿,字号
2246,伊念曾,人名
2247,伊立勳,人名
2248,黄葆戉,人名
2249,念丰,字号
2250,沤波,字号
2251,惕甫,字号
2252,铁夫,字号
2253,楞伽山人,字号
2254,云房,字号
2255,曹贞秀,人名
2256,吴鼒,人名
2257,及之,字号
2258,山尊,字号
2259,抑庵,字号
2260,南禺山樵,字号
2261,达园,字号
2262,次仲,字号
2263,双路,字号
2264,石韫玉,人名
2265,执如,字号
2266,琢如,字号
2267,琢堂,字号
2268,竹堂,字号
2269,独学老人,字号
2270,郝懿行,人名
2271,恂九,字号
2272,兰皋,字号
2273,山东栖霞,地名
2274,西甫,字号
2275,城东居士,字号
2276,钱泳,人名
2277,台仙,字号
2278,立群,字号
2279,梅溪,字号
2280,梅花溪居士,字号
2281,江苏金匮,地名
2282,钮树玉,人名
2283,匪石,字号
2284,非石,字号
2285,蓝田,字号
2286,匪石山人,字号
2287,匪石先生,字号
2288,吴县,地名
2289,曾燠,人名
2290,庶蕃,字号
2291,宾谷,字号
2292,西溪渔隐,字号
2293,江西南城,地名
2294,皋文,字号
2295,茗柯,字号
2296,武进,地名
2297,纪大复,人名
2298,子初,字号
2299,半樵,字号
2300,迷航外史,字号
2301,严可均,人名
2302,景文,字号
2303,铁桥,字号
2304,浙江乌程,地名
2305,陈豫钟,人名
2306,浚仪,字号
2307,秋堂,字号
2308,钱塘,地名
2309,陈鸿,人名
2310,赵之琛,人名
2311,墨琴,字号
2312,写韵轩,字号
2313,曹锐,人名
2314,阮元,人名
2315,伯元,字号
2316,芸台,字号
2317,雷唐庵主,字号
2318,揅经老人,字号
2319,颐性老人,字号
2320,阮常生,人名
2321,朱昂之,人名
2322,青立,字号
2323,津里,字号
2324,朱文嵘,人名
2325,钱杜,人名
2326,叔枚,字号
2327,叔美,字号
2328,松壶,字号
2329,仁和,地名
2330,张问陶,人名
2331,仲冶,字号
2332,乐祖,字号
2333,船山,字号
2334,宝莲亭主,字号
2335,蜀山老猿,字号
2336,翁树培,人名
2337,宜泉,字号
2338,申之,字号
2339,陈希祖,人名
2340,敦一,字号
2341,稚孙,字号
2342,玉香,字号
2343,玉方,字号
2344,玉芳,字号
2345,江西新城,地名
2346,郭麐,人名
2347,祥伯,字号
2348,复翁,字号
2349,频迦,字号
2350,白眉生,字号
2351,蘧庵,字号
2352,江苏吴江,地名
2353,张廷济,人名
2354,顺安,字号
2355,叔未,字号
2356,未亭,字号
2357,竹田,字号
2358,眉寿老人,字号
2359,徐同柏,人名
2360,陈鸿寿,人名
2361,子恭,字号
2362,曼生,字号
2363,陈士璠,人名
2364,高日濬,人名
2365,江沅,人名
2366,子兰,字号
2367,伯兰,字号
2368,铁君,字号
2369,韬庵,字号
2370,江苏元和,地名
2371,江鏐,人名
2372,李兆洛,人名
2373,申耆,字号
2374,养一老人,字号
2375,江苏阳湖,地名
2376,张鏐,人名
2377,子贞,字号
2378,紫贞,字号
2379,老薑,字号
2380,井南居士,字号
2381,江苏扬州,地名
2382,高垲,人名
2383,子高,字号
2384,爽泉,字号
2385,瞿中溶,人名
2386,镜涛,字号
2387,安槎,字号
2388,木夫,字号
2389,苌生,字号
2390,木居士,字号
2391,嘉定,地名
2392,李宗瀚,人名
2393,公博,字号
2394,北溟,字号
2395,春湖,字号
2396,临川,地名
2397,朱为弼,人名
2398,右甫,字号
2399,椒堂,字号
2400,吴荣光,人名
2401,殿垣,字号
2402,伯荣,字号
2403,荷屋,字号
2404,石云山人,字号
2405,广东南海,地名
2406,改琦,人名
2407,伯蕴,字号
2408,香白,字号
2409,七芗,字号
2410,玉壶外史,字号
2411,松江,地名
2412,姚元之,人名
2413,伯昂,字号
2414,荐青,字号
2415,竹叶亭生,字号
2416,五不翁,字号
2417,梁章钜,人名
2418,闳林,字号
2419,闳邻,字号
2420,芷邻,字号
2421,退庵,字号
2422,福建长乐,地名
2423,籀庄,字号
2424,寿臧,字号
2425,慎伯,字号
2426,倦翁,字号
2427,安徽泾县,地名
2428,欧体,书体/印风
2429,魏碑,书体/印风
2430,文泉,字号
2431,舜堂,字号
2432,山东东莱,地名
2433,孙均,人名
2434,诒孙,字号
2435,古云,字号
2436,钱侗,人名
2437,同人,字号
2438,赵堂,字号
2439,汤贻汾,人名
2440,若仪,字号
2441,雨生,字号
2442,粥翁,字号
2443,戴熙,人名
2444,陈均,人名
2445,敬安,字号
2446,受笙,字号
2447,屠倬,人名
2448,孟昭,字号
2449,琴邬,字号
2450,潜园,字号
2451,次闲,字号
2452,献父,字号
2453,赵懿,人名
2454,杨澥,人名
2455,竹唐,字号
2456,龙石,字号
2457,野航,字号
2458,冯登府,人名
